sequence_id,status,subject_id,seq_name,num_frames,object_id,extri_path,sensor_data_dir,label_dir
p006__Stapler_g3__T03,ok,p006,p006/Stapler_g3/T03,124,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__Stapler_g3__T03,subjects/p006/labels/p006__Stapler_g3__T03
p006__Stapler_g5__T01,ok,p006,p006/Stapler_g5/T01,113,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__Stapler_g5__T01,subjects/p006/labels/p006__Stapler_g5__T01
p006__Stapler_g5__T02,ok,p006,p006/Stapler_g5/T02,116,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__Stapler_g5__T02,subjects/p006/labels/p006__Stapler_g5__T02
p006__Stapler_g5__T03,ok,p006,p006/Stapler_g5/T03,115,Stapler,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__Stapler_g5__T03,subjects/p006/labels/p006__Stapler_g5__T03
p006__TallCylinder_g2__T01,ok,p006,p006/TallCylinder_g2/T01,121,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__TallCylinder_g2__T01,subjects/p006/labels/p006__TallCylinder_g2__T01
p006__TallCylinder_g2__T02,ok,p006,p006/TallCylinder_g2/T02,109,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__TallCylinder_g2__T02,subjects/p006/labels/p006__TallCylinder_g2__T02
p006__TallCylinder_g2__T03,ok,p006,p006/TallCylinder_g2/T03,115,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__TallCylinder_g2__T03,subjects/p006/labels/p006__TallCylinder_g2__T03
p006__TallCylinder_g3__T01,ok,p006,p006/TallCylinder_g3/T01,109,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__TallCylinder_g3__T01,subjects/p006/labels/p006__TallCylinder_g3__T01
p006__TallCylinder_g3__T02,ok,p006,p006/TallCylinder_g3/T02,114,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__TallCylinder_g3__T02,subjects/p006/labels/p006__TallCylinder_g3__T02
p006__TallCylinder_g3__T03,ok,p006,p006/TallCylinder_g3/T03,118,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__TallCylinder_g3__T03,subjects/p006/labels/p006__TallCylinder_g3__T03
p006__TallCylinder_g5__T01,ok,p006,p006/TallCylinder_g5/T01,114,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__TallCylinder_g5__T01,subjects/p006/labels/p006__TallCylinder_g5__T01
p006__TallCylinder_g5__T02,ok,p006,p006/TallCylinder_g5/T02,105,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__TallCylinder_g5__T02,subjects/p006/labels/p006__TallCylinder_g5__T02
p006__TallCylinder_g5__T03,ok,p006,p006/TallCylinder_g5/T03,107,TallCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p006/sensor_data/p006__TallCylinder_g5__T03,subjects/p006/labels/p006__TallCylinder_g5__T03
p007__banana_g2__T01,ok,p007,p007/banana_g2/T01,117,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__banana_g2__T01,subjects/p007/labels/p007__banana_g2__T01
p007__banana_g2__T02,ok,p007,p007/banana_g2/T02,160,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__banana_g2__T02,subjects/p007/labels/p007__banana_g2__T02
p007__banana_g2__T03,ok,p007,p007/banana_g2/T03,125,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__banana_g2__T03,subjects/p007/labels/p007__banana_g2__T03
p007__banana_g3__T01,ok,p007,p007/banana_g3/T01,130,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__banana_g3__T01,subjects/p007/labels/p007__banana_g3__T01
p007__banana_g3__T02,ok,p007,p007/banana_g3/T02,115,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__banana_g3__T02,subjects/p007/labels/p007__banana_g3__T02
p007__banana_g3__T03,ok,p007,p007/banana_g3/T03,136,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__banana_g3__T03,subjects/p007/labels/p007__banana_g3__T03
p007__banana_g5__T01,ok,p007,p007/banana_g5/T01,122,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__banana_g5__T01,subjects/p007/labels/p007__banana_g5__T01
p007__banana_g5__T02,ok,p007,p007/banana_g5/T02,127,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__banana_g5__T02,subjects/p007/labels/p007__banana_g5__T02
p007__banana_g5__T03,ok,p007,p007/banana_g5/T03,180,banana,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__banana_g5__T03,subjects/p007/labels/p007__banana_g5__T03
p007__CosmeticPumpBottle_g2__T01,ok,p007,p007/CosmeticPumpBottle_g2/T01,125,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__CosmeticPumpBottle_g2__T01,subjects/p007/labels/p007__CosmeticPumpBottle_g2__T01
p007__CosmeticPumpBottle_g2__T02,ok,p007,p007/CosmeticPumpBottle_g2/T02,163,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__CosmeticPumpBottle_g2__T02,subjects/p007/labels/p007__CosmeticPumpBottle_g2__T02
p007__CosmeticPumpBottle_g2__T03,ok,p007,p007/CosmeticPumpBottle_g2/T03,103,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__CosmeticPumpBottle_g2__T03,subjects/p007/labels/p007__CosmeticPumpBottle_g2__T03
p007__CosmeticPumpBottle_g3__T01,ok,p007,p007/CosmeticPumpBottle_g3/T01,142,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__CosmeticPumpBottle_g3__T01,subjects/p007/labels/p007__CosmeticPumpBottle_g3__T01
p007__CosmeticPumpBottle_g3__T02,ok,p007,p007/CosmeticPumpBottle_g3/T02,182,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__CosmeticPumpBottle_g3__T02,subjects/p007/labels/p007__CosmeticPumpBottle_g3__T02
p007__CosmeticPumpBottle_g3__T03,ok,p007,p007/CosmeticPumpBottle_g3/T03,113,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__CosmeticPumpBottle_g3__T03,subjects/p007/labels/p007__CosmeticPumpBottle_g3__T03
p007__CosmeticPumpBottle_g5__T01,ok,p007,p007/CosmeticPumpBottle_g5/T01,218,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__CosmeticPumpBottle_g5__T01,subjects/p007/labels/p007__CosmeticPumpBottle_g5__T01
p007__CosmeticPumpBottle_g5__T02,ok,p007,p007/CosmeticPumpBottle_g5/T02,225,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__CosmeticPumpBottle_g5__T02,subjects/p007/labels/p007__CosmeticPumpBottle_g5__T02
p007__CosmeticPumpBottle_g5__T03,ok,p007,p007/CosmeticPumpBottle_g5/T03,170,CosmeticPumpBottle,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__CosmeticPumpBottle_g5__T03,subjects/p007/labels/p007__CosmeticPumpBottle_g5__T03
p007__cup_g2__T01,ok,p007,p007/cup_g2/T01,138,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cup_g2__T01,subjects/p007/labels/p007__cup_g2__T01
p007__cup_g2__T02,ok,p007,p007/cup_g2/T02,183,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cup_g2__T02,subjects/p007/labels/p007__cup_g2__T02
p007__cup_g2__T03,ok,p007,p007/cup_g2/T03,118,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cup_g2__T03,subjects/p007/labels/p007__cup_g2__T03
p007__cup_g3__T01,ok,p007,p007/cup_g3/T01,133,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cup_g3__T01,subjects/p007/labels/p007__cup_g3__T01
p007__cup_g3__T02,ok,p007,p007/cup_g3/T02,108,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cup_g3__T02,subjects/p007/labels/p007__cup_g3__T02
p007__cup_g3__T03,ok,p007,p007/cup_g3/T03,128,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cup_g3__T03,subjects/p007/labels/p007__cup_g3__T03
p007__cup_g5__T01,ok,p007,p007/cup_g5/T01,124,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cup_g5__T01,subjects/p007/labels/p007__cup_g5__T01
p007__cup_g5__T02,ok,p007,p007/cup_g5/T02,120,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cup_g5__T02,subjects/p007/labels/p007__cup_g5__T02
p007__cup_g5__T03,ok,p007,p007/cup_g5/T03,118,cup,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cup_g5__T03,subjects/p007/labels/p007__cup_g5__T03
p007__cutter_g2__T01,ok,p007,p007/cutter_g2/T01,150,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cutter_g2__T01,subjects/p007/labels/p007__cutter_g2__T01
p007__cutter_g2__T02,ok,p007,p007/cutter_g2/T02,125,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cutter_g2__T02,subjects/p007/labels/p007__cutter_g2__T02
p007__cutter_g2__T03,ok,p007,p007/cutter_g2/T03,124,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cutter_g2__T03,subjects/p007/labels/p007__cutter_g2__T03
p007__cutter_g3__T01,ok,p007,p007/cutter_g3/T01,119,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cutter_g3__T01,subjects/p007/labels/p007__cutter_g3__T01
p007__cutter_g3__T02,ok,p007,p007/cutter_g3/T02,122,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cutter_g3__T02,subjects/p007/labels/p007__cutter_g3__T02
p007__cutter_g3__T03,ok,p007,p007/cutter_g3/T03,135,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cutter_g3__T03,subjects/p007/labels/p007__cutter_g3__T03
p007__cutter_g5__T01,ok,p007,p007/cutter_g5/T01,132,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cutter_g5__T01,subjects/p007/labels/p007__cutter_g5__T01
p007__cutter_g5__T02,ok,p007,p007/cutter_g5/T02,131,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cutter_g5__T02,subjects/p007/labels/p007__cutter_g5__T02
p007__cutter_g5__T03,ok,p007,p007/cutter_g5/T03,130,cutter,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__cutter_g5__T03,subjects/p007/labels/p007__cutter_g5__T03
p007__HandCream_g2__T01,ok,p007,p007/HandCream_g2/T01,178,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__HandCream_g2__T01,subjects/p007/labels/p007__HandCream_g2__T01
p007__HandCream_g2__T02,ok,p007,p007/HandCream_g2/T02,130,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__HandCream_g2__T02,subjects/p007/labels/p007__HandCream_g2__T02
p007__HandCream_g2__T03,ok,p007,p007/HandCream_g2/T03,163,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__HandCream_g2__T03,subjects/p007/labels/p007__HandCream_g2__T03
p007__HandCream_g3__T01,ok,p007,p007/HandCream_g3/T01,166,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__HandCream_g3__T01,subjects/p007/labels/p007__HandCream_g3__T01
p007__HandCream_g3__T02,ok,p007,p007/HandCream_g3/T02,131,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__HandCream_g3__T02,subjects/p007/labels/p007__HandCream_g3__T02
p007__HandCream_g3__T03,ok,p007,p007/HandCream_g3/T03,132,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__HandCream_g3__T03,subjects/p007/labels/p007__HandCream_g3__T03
p007__HandCream_g5__T01,ok,p007,p007/HandCream_g5/T01,232,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__HandCream_g5__T01,subjects/p007/labels/p007__HandCream_g5__T01
p007__HandCream_g5__T02,ok,p007,p007/HandCream_g5/T02,116,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__HandCream_g5__T02,subjects/p007/labels/p007__HandCream_g5__T02
p007__HandCream_g5__T03,ok,p007,p007/HandCream_g5/T03,142,HandCream,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__HandCream_g5__T03,subjects/p007/labels/p007__HandCream_g5__T03
p007__Hotmeltgluegun_g2__T01,ok,p007,p007/Hotmeltgluegun_g2/T01,185,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Hotmeltgluegun_g2__T01,subjects/p007/labels/p007__Hotmeltgluegun_g2__T01
p007__Hotmeltgluegun_g2__T02,ok,p007,p007/Hotmeltgluegun_g2/T02,154,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Hotmeltgluegun_g2__T02,subjects/p007/labels/p007__Hotmeltgluegun_g2__T02
p007__Hotmeltgluegun_g2__T03,ok,p007,p007/Hotmeltgluegun_g2/T03,215,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Hotmeltgluegun_g2__T03,subjects/p007/labels/p007__Hotmeltgluegun_g2__T03
p007__Hotmeltgluegun_g3__T01,ok,p007,p007/Hotmeltgluegun_g3/T01,109,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Hotmeltgluegun_g3__T01,subjects/p007/labels/p007__Hotmeltgluegun_g3__T01
p007__Hotmeltgluegun_g3__T02,ok,p007,p007/Hotmeltgluegun_g3/T02,184,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Hotmeltgluegun_g3__T02,subjects/p007/labels/p007__Hotmeltgluegun_g3__T02
p007__Hotmeltgluegun_g3__T03,ok,p007,p007/Hotmeltgluegun_g3/T03,130,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Hotmeltgluegun_g3__T03,subjects/p007/labels/p007__Hotmeltgluegun_g3__T03
p007__Hotmeltgluegun_g5__T01,ok,p007,p007/Hotmeltgluegun_g5/T01,175,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Hotmeltgluegun_g5__T01,subjects/p007/labels/p007__Hotmeltgluegun_g5__T01
p007__Hotmeltgluegun_g5__T02,ok,p007,p007/Hotmeltgluegun_g5/T02,167,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Hotmeltgluegun_g5__T02,subjects/p007/labels/p007__Hotmeltgluegun_g5__T02
p007__Hotmeltgluegun_g5__T03,ok,p007,p007/Hotmeltgluegun_g5/T03,236,Hotmeltgluegun,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Hotmeltgluegun_g5__T03,subjects/p007/labels/p007__Hotmeltgluegun_g5__T03
p007__plate_g2__T01,ok,p007,p007/plate_g2/T01,128,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__plate_g2__T01,subjects/p007/labels/p007__plate_g2__T01
p007__plate_g2__T02,ok,p007,p007/plate_g2/T02,111,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__plate_g2__T02,subjects/p007/labels/p007__plate_g2__T02
p007__plate_g2__T03,ok,p007,p007/plate_g2/T03,249,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__plate_g2__T03,subjects/p007/labels/p007__plate_g2__T03
p007__plate_g3__T01,ok,p007,p007/plate_g3/T01,140,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__plate_g3__T01,subjects/p007/labels/p007__plate_g3__T01
p007__plate_g3__T02,ok,p007,p007/plate_g3/T02,110,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__plate_g3__T02,subjects/p007/labels/p007__plate_g3__T02
p007__plate_g3__T03,ok,p007,p007/plate_g3/T03,111,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__plate_g3__T03,subjects/p007/labels/p007__plate_g3__T03
p007__plate_g5__T01,ok,p007,p007/plate_g5/T01,212,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__plate_g5__T01,subjects/p007/labels/p007__plate_g5__T01
p007__plate_g5__T02,ok,p007,p007/plate_g5/T02,156,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__plate_g5__T02,subjects/p007/labels/p007__plate_g5__T02
p007__plate_g5__T03,ok,p007,p007/plate_g5/T03,125,plate,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__plate_g5__T03,subjects/p007/labels/p007__plate_g5__T03
p007__Pliers_g2__T01,ok,p007,p007/Pliers_g2/T01,173,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Pliers_g2__T01,subjects/p007/labels/p007__Pliers_g2__T01
p007__Pliers_g2__T02,ok,p007,p007/Pliers_g2/T02,159,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Pliers_g2__T02,subjects/p007/labels/p007__Pliers_g2__T02
p007__Pliers_g2__T03,ok,p007,p007/Pliers_g2/T03,148,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Pliers_g2__T03,subjects/p007/labels/p007__Pliers_g2__T03
p007__Pliers_g3__T01,ok,p007,p007/Pliers_g3/T01,205,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Pliers_g3__T01,subjects/p007/labels/p007__Pliers_g3__T01
p007__Pliers_g3__T02,ok,p007,p007/Pliers_g3/T02,112,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Pliers_g3__T02,subjects/p007/labels/p007__Pliers_g3__T02
p007__Pliers_g3__T03,ok,p007,p007/Pliers_g3/T03,218,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Pliers_g3__T03,subjects/p007/labels/p007__Pliers_g3__T03
p007__Pliers_g5__T01,ok,p007,p007/Pliers_g5/T01,146,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Pliers_g5__T01,subjects/p007/labels/p007__Pliers_g5__T01
p007__Pliers_g5__T02,ok,p007,p007/Pliers_g5/T02,105,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Pliers_g5__T02,subjects/p007/labels/p007__Pliers_g5__T02
p007__Pliers_g5__T03,ok,p007,p007/Pliers_g5/T03,148,Pliers,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__Pliers_g5__T03,subjects/p007/labels/p007__Pliers_g5__T03
p007__PottedMeatCan_g2__T01,ok,p007,p007/PottedMeatCan_g2/T01,146,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__PottedMeatCan_g2__T01,subjects/p007/labels/p007__PottedMeatCan_g2__T01
p007__PottedMeatCan_g2__T02,ok,p007,p007/PottedMeatCan_g2/T02,113,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__PottedMeatCan_g2__T02,subjects/p007/labels/p007__PottedMeatCan_g2__T02
p007__PottedMeatCan_g2__T03,ok,p007,p007/PottedMeatCan_g2/T03,117,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__PottedMeatCan_g2__T03,subjects/p007/labels/p007__PottedMeatCan_g2__T03
p007__PottedMeatCan_g3__T01,ok,p007,p007/PottedMeatCan_g3/T01,116,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__PottedMeatCan_g3__T01,subjects/p007/labels/p007__PottedMeatCan_g3__T01
p007__PottedMeatCan_g3__T02,ok,p007,p007/PottedMeatCan_g3/T02,121,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__PottedMeatCan_g3__T02,subjects/p007/labels/p007__PottedMeatCan_g3__T02
p007__PottedMeatCan_g3__T03,ok,p007,p007/PottedMeatCan_g3/T03,132,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__PottedMeatCan_g3__T03,subjects/p007/labels/p007__PottedMeatCan_g3__T03
p007__PottedMeatCan_g5__T01,ok,p007,p007/PottedMeatCan_g5/T01,122,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__PottedMeatCan_g5__T01,subjects/p007/labels/p007__PottedMeatCan_g5__T01
p007__PottedMeatCan_g5__T02,ok,p007,p007/PottedMeatCan_g5/T02,124,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__PottedMeatCan_g5__T02,subjects/p007/labels/p007__PottedMeatCan_g5__T02
p007__PottedMeatCan_g5__T03,ok,p007,p007/PottedMeatCan_g5/T03,111,PottedMeatCan,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__PottedMeatCan_g5__T03,subjects/p007/labels/p007__PottedMeatCan_g5__T03
p007__RectangularBox_g2__T01,ok,p007,p007/RectangularBox_g2/T01,155,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__RectangularBox_g2__T01,subjects/p007/labels/p007__RectangularBox_g2__T01
p007__RectangularBox_g2__T02,ok,p007,p007/RectangularBox_g2/T02,119,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__RectangularBox_g2__T02,subjects/p007/labels/p007__RectangularBox_g2__T02
p007__RectangularBox_g2__T03,ok,p007,p007/RectangularBox_g2/T03,122,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__RectangularBox_g2__T03,subjects/p007/labels/p007__RectangularBox_g2__T03
p007__RectangularBox_g3__T01,ok,p007,p007/RectangularBox_g3/T01,139,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__RectangularBox_g3__T01,subjects/p007/labels/p007__RectangularBox_g3__T01
p007__RectangularBox_g3__T02,ok,p007,p007/RectangularBox_g3/T02,123,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__RectangularBox_g3__T02,subjects/p007/labels/p007__RectangularBox_g3__T02
p007__RectangularBox_g3__T03,ok,p007,p007/RectangularBox_g3/T03,118,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__RectangularBox_g3__T03,subjects/p007/labels/p007__RectangularBox_g3__T03
p007__RectangularBox_g5__T01,ok,p007,p007/RectangularBox_g5/T01,126,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__RectangularBox_g5__T01,subjects/p007/labels/p007__RectangularBox_g5__T01
p007__RectangularBox_g5__T02,ok,p007,p007/RectangularBox_g5/T02,114,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__RectangularBox_g5__T02,subjects/p007/labels/p007__RectangularBox_g5__T02
p007__RectangularBox_g5__T03,ok,p007,p007/RectangularBox_g5/T03,127,RectangularBox,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__RectangularBox_g5__T03,subjects/p007/labels/p007__RectangularBox_g5__T03
p007__ShortCylinder_g2__T01,ok,p007,p007/ShortCylinder_g2/T01,127,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__ShortCylinder_g2__T01,subjects/p007/labels/p007__ShortCylinder_g2__T01
p007__ShortCylinder_g2__T02,ok,p007,p007/ShortCylinder_g2/T02,117,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__ShortCylinder_g2__T02,subjects/p007/labels/p007__ShortCylinder_g2__T02
p007__ShortCylinder_g2__T03,ok,p007,p007/ShortCylinder_g2/T03,107,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__ShortCylinder_g2__T03,subjects/p007/labels/p007__ShortCylinder_g2__T03
p007__ShortCylinder_g3__T01,ok,p007,p007/ShortCylinder_g3/T01,119,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__ShortCylinder_g3__T01,subjects/p007/labels/p007__ShortCylinder_g3__T01
p007__ShortCylinder_g3__T02,ok,p007,p007/ShortCylinder_g3/T02,115,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__ShortCylinder_g3__T02,subjects/p007/labels/p007__ShortCylinder_g3__T02
p007__ShortCylinder_g3__T03,ok,p007,p007/ShortCylinder_g3/T03,114,ShortCylinder,/data_usb/WristHOI_NO_Standardization/data1/extri.yml,subjects/p007/sensor_data/p007__ShortCylinder_g3__T03,subjects/p007/labels/p007__ShortCylinder_g3__T03
